"Realm","Character","Img","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID"
"IV","Rosa","","Sacred Healing","AASB","WHT","All allies","","","","0.01","Restores HP (105), removes KO [Raise: 100%], grants [Last Stand], [Haste] and [Magical Blink 2], grants [Awoken Love] to the user","N","All allies","500","MND +10","Heal Boost, Stat Boon, Extra Usage","Sagittarius (IV)","セイクリッドヒール","20990010"
"IV","Rosa","","Divine Shelter","Glint+","NAT","All allies","","","","0.01","Grants [Protect], [Shell] and [Haste]","N","All allies","0","MND +10","","Astrakhan Hat (IV)","ディバインコート","20990011"
"IV","Rosa","","Theme of Love","SASB","WHT","All allies","","","","0.01","Restores HP (105), grants [Magical Blink 1], [High Quick Cast 2] and [Last Stand], grants [Synchro Mode] and [Damage Cap +10000] to the user","N","All allies","500","","Heal Boost, Stat Boon","Regal Gown (IV)","愛のテーマ","20990012"
"IV","Rosa","","White Angelus","SASB","WHT","All allies","","","","0.01","Restores HP (105), removes KO [Raise: 100%], grants [Holy Quick Cast 4] to all allies, grants [Attach Holy], [Synchro Mode], [Damage Cap +10000] and [Bow Master Mode] to the user","N","All allies","500","","Heal Boost, Stat Boon","Izanami (IV)","ホワイトアンジェラス","20990013"
"IV","Rosa","","Awoken Sacred Healing","DASB","WHT","All allies","","","","0.01","Restores HP (105) capped at 19999, removes KO [Raise: 100%] capped at 19999, grants [Haste], [Regenga] and [High Quick Cast 2], grants [Damage Cap +10000], [Dual Awoken Love Mode I (Rosa)] and [White Magic Healing Resonance Boost +5%] to the user","N","All allies","500","","Heal Boost, Damage Reduction Barrier","Blessed Bow (IV)","覚醒セイクリッドヒール","20990014"
"IV","Rosa","","Awoken Sacred Healing (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Love Mode II (Rosa)]","N","Self","0","","","Blessed Bow (IV)","覚醒セイクリッドヒール","20990014"
"IV","Rosa","","Sacred Devout","AASB","WHT","All allies","","","","0.01","Restores HP (105), removes KO [Raise: 100%], grants [Haste], [Regenga] and [High Quick Cast 3], removes negative effects, grants [Awoken Empath] to the user","N","All allies","500","MND +10","Heal Boost, Stat Boon, Extra Usage","Genji Bow (IV)","セイクリッドデボート","20990016"
"IV","Rosa","","Zenith Benediction","ZSB","WHT","All allies","","","","0.01","Restores HP (105) capped at 19999, removes KO [Raise: 100%] capped at 19999, grants [Haste], [Last Stand], [Regenga], [High Quick Cast 2] and [Natural Cure: Rosa] to all allies, grants [Damage Cap +10000], [Zenith Mode] and [Zenith Mode: Rosa] to the user","N","All Allies","500","","Heal Boost, Stat Boon","Eurytos' Bow (IV)","究極女神の祝福","20990017"
"IV","Edward","","Balm","Default","NAT","Single ally","","","","2.50","Restores HP (55)","Y","Lowest HP% ally","250","","","-","くすり","21000047"
"IV","Edward","","Fabled Song","SB","NAT","All allies","","","","3.00","Grants [Protect] and [High Regen]","N","All allies","250","","","Fabled Harp (IV)","伝説の歌","21000045"
"IV","Edward","","Song of Swiftness","SB","NAT","All allies","","","","2.50","[MAG +30%] for 25 seconds, grants [Haste]","N","All allies","250","","","Dream Harp (IV)","素早さの歌","22350001"
"IV","Edward","","Soulsong","SSB","NAT","All allies","","","","2.50","[MAG and MND +30%] for 25 seconds, grants [Magical Quick Cast 3]","N","All allies","500","ATK +10","","Soul Harp (IV)","魂の調べ","22350002"
"IV","Edward","","Whisperweed Ballad","BSB","NAT","All enemies","","","","2.50","Causes [Imperil Holy 20%] for 25 seconds, [ATK +50%] to all allies for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Lamia Harp (IV)","ひそひ草ライブ","22350003"
"IV","Edward","","Hero's Rime","USB","NAT","All allies","","","","2.50","[MAG, RES and MND +30%] for 25 seconds, grants [Haste] and [Magical Quick Cast 2]","N","All allies","500","ATK +10","","Apollo's Harp (IV)","英雄の歌","22350004"
"IV","Edward","","Song of Hope","CSB","NAT","All allies","","","","2.50","Activates Holy Chain (max 150, field +50%), [MAG and MND +30%] for 25 seconds","N","All allies","500","ATK +10","","Faerie Harp (IV)","希望の歌","22350005"
"IV","Edward","","Take Heart!","AASB","NAT","All allies","","","","0.01","[ATK, MAG and MND +30% (25s)], grants [Haste], [Quick Cast] and [200% ATB 1], grants [Awoken Bard] to the user","N","All allies","500","MAG +10","Stat Boon, Damage Reduction Barrier, Extra Usage","Chronos Harp (IV)","みんな！ゆうきを！","22350006"
"IV","Edward","","Paean Echoes","Glint","NAT","Self","","","","0.01","Grants [Attach Holy with Stacking] and [High Quick Cast 2]","N","Self","250","MAG +10","","Madhura Harp (IV)","聖歌の余韻","22350007"
"IV","Edward","","Kings' Quad","SASB","NAT","All allies","","","","0.01","Grants [ATK, MAG and MND +30% (25s)], [Instant Cast 1] and [200% ATB 1], grants [Synchro Mode] and Disguised +1 to the user","N","All allies","500","","Stat Boon, Damage Reduction Barrier","Edward's Harp (IV)","クワトロキングス","22350008"
"IV","Edward","","Mirage Song","USB","NAT","All allies","","","","0.01","Grants [Regenga], [Stoneskin: 30%] and smart ether 1, grants [Quick Cast 3] to the user","N","All allies","500","ATK +10","","Edward's Cloak (IV)","ミラージュソング","22350009"
"IV","Edward","","Awoken Mirage Song","DASB","NAT","All allies","","","","0.01","Grants [ATK, DEF, MAG and RES +30% (25s)], [Instant Cast 1] and [200% ATB 1], grants [Dual Awoken Bard Mode I (Edward)] to the user, grants [IV Resonance +3% Boost] to all FF4 allies","N","All allies","500","","Stat Boon, Damage Reduction Barrier","Muse's Harp (IV)","覚醒ミラージュソング","22350010"
"IV","Edward","","Awoken Mirage Song (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Bard Mode II (Edward)]","N","Self","0","","","Muse's Harp (IV)","覚醒ミラージュソング","22350010"
"IV","Edward","","Debilitating Song","Glint+","NAT","All enemies","","","","0.01","Causes [DEF, RES and MND -70% (8s)], grants [Instant Cast 1] to the user","N","All enemies","0","MAG +5, MND +5","","Edward's Hat (IV)","衰弱の歌","22350013"
"IV","Yang","","Kick (IV)","Default","PHY","All enemies","Physical","1.10","-","2.50","One group attack (1.10)","N","All enemies","250","","","-","けり【IV】","22340002"
"IV","Yang","","Sylph's Providence","SB","PHY","All enemies","Physical","4.20","-","2.50","Three group ranged attacks (1.40 each), grants [Physical Blink 1] to all allies","N","All enemies","250","","","Faerie Claws (IV)","シルフの加護","22340001"
"IV","Yang","","Exploding Volcano Kick","SSB","PHY","All enemies","Physical","6.18","Earth, NE","2.50","Six group ranged attacks (1.03 each), causes [Imperil Earth 20%] for 25 seconds","N","All enemies","500","ATK +10","","Hell Claws (IV)","爆裂霊山脚","22340003"
"IV","Yang","","Seven-Star Heavenly Fist","BSB","PHY","Single enemy","Physical","6.65","Earth, NE","2.50","Seven single attacks (0.95 each), grants [Haste], [Attach Earth] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Cat Claws (IV)","七星地天掌","22340004"
"IV","Yang","","Shuddering Fist","USB","PHY","Single enemy","Physical","7.10","Earth, NE","2.50","Ten single attacks (0.71 each), grants [Attach Earth], [Furious Kick Finisher] and [Frying Pan 0] to the user","N","Lowest HP% enemy","500","ATK +10","","Dragon Claw (IV)","師父烈震拳","22340005"
"IV","Yang","","Fist Dance","AOSB","PHY","Single enemy","Physical","24.00","Earth","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Wolf Fang (IV)","拳の舞","22340006"
"IV","Yang","","Concentrate","Glint","NAT","Self","","","","0.01","Grants [Attach Earth Stacking], [Attach Earth] and [High Quick Cast 2]","N","Self","250","ATK +10","","Yang's Dogi (IV)","精神統一【IV】","22340007"
"IV","Yang","","Kick Fest","AASB","PHY","Single enemy","Physical","9.00","Earth, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Earth with Stacking], [100% Critical (25s)], [Awoken Monk], [Damage Cap +10000] and [Bequeathed Knowledge Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Godhand (IV)","蹴宴","22340008"
"IV","Yang","","Oboro Strike","SASB","PHY","Single enemy","Physical","9.00","Earth, NE","2.50","Fifteen single attacks (0.60 each), grants [PHY +15% Boost 3]/[PHY +30% Boost 3]/[PHY +30% Boost 3] and [Critical Damage +50%] to all allies if 0-1/2-3/4+ FF4 allies are alive, grants [Attach Earth 3 with Stacking], [Synchro Mode] and [Damage Cap +10000] to the user, grants Frying Pan +2 to the user if 4+ FF4 allies and Ursula are alive","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Tiger Fang (IV)","オボロ懸かり","22340009"
"IV","Yang","","Awoken Shuddering Fist","DASB","PHY","Single enemy","Physical","6.30","Earth, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Earth with Stacking], [Damage Cap +10000], [Dual Awoken Monk Mode I (Yang)] and [Monk Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Sonic Knuckles (IV)","覚醒師父烈震拳","22340010"
"IV","Yang","","Awoken Shuddering Fist (Dual Shift)","DASB","NAT","All allies","","","","0.01","Grants [ATK, DEF, MAG and RES +30% (8s)], grants [Instant ATB 1] and [Dual Awoken Monk Mode II (Yang)] to the user","N","All allies","0","","","Sonic Knuckles (IV)","覚醒師父烈震拳","22340010"
"IV","Yang","","Apex Five Star Crimson Palm (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Attach Earth with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Yang], [Apex Five Star Crimson Palm Damage Tracker] and [Apex Five Star Crimson Palm Level]","N","Self","0","","Stat Boon","Hell Claws+ (IV)","五星紅天掌・極","22340013"
"IV","Yang","","Apex Five Star Crimson Palm","ADSB","PHY","Single enemy","Physical","30.00","Earth, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Apex Five Star Crimson Palm level 0/1/2, removes Arcane Dyad Empowered: Yang from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Hell Claws+ (IV)","五星紅天掌・極","22340013"
"IV","Yang","","Affectionate Kickstart","AASB","PHY","Single enemy","Physical","9.00","Earth, NE","2.50","Fifteen single attacks (0.60 each), grants [ATK, DEF, MAG and RES +30% (25s)] to all allies, grants [Awoken Monk], [Damage Cap +10000] to the user, grants [Instant Cast 1]/[Instant Cast 1] and [Weakness +15% Boost]/[Instant Cast 1] and [Weakness +30% Boost] to the user/all allies/all allies if 0-1/2-3/4+ FF4 allies are alive","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Yang's Armguard (IV)","愛の蹴撃","22340016"
"IV","Yang","","Hard Miles","Glint+","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Soul Break Gauge +250]","N","Self","0","ATK +10","","Shura Dogi (IV)","終わりなき修行","22340017"
"IV","Yang","","Zenith Seven-Star Earth Palm","ZSB","PHY","Single enemy","Physical","6.30","Earth, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Earth 3 with Stacking], [Zenith Mode], [Zenith Mode: Yang (Earth)] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Ehrgeiz (IV)","究極七星地天掌","22340018"
"IV","Palom","","Bluff","Default","NAT","Self","","","","2.50","[MAG +30%] for 25 seconds","N","Self","250","","","-","つよがる","22210002"
"IV","Palom","","Chaincast Boltstorm","SSB","BLK","Single enemy","Magical","17.60","Lightning, NE","3.00","Eight single attacks (2.20 each)","N","Lowest HP% enemy","500","MAG +10","","Triton's Dagger (IV)","ふたりがけ・雷滅","22210001"
"IV","Palom","","Twincast Magic Barrage","SSB","BLK","All enemies","Magical","13.52","Holy, Fire, Lightning","2.50","Eight group attacks (1.69 each), [MAG and RES -50%] for 25 seconds","N","All enemies","500","MAG +10","","Asura's Rod (IV)","ふたりがけ魔法乱れ撃ち","22210003"
"IV","Palom","","Tri-Disaster","BSB","BLK","Single enemy","Magical","16.00","Fire, Lightning, Ice","2.50","Eight single attacks (2.00 each), ten attacks if exploiting elemental weakness, grants [Haste] and [Burst Mode] to the user","N","Lowest HP% enemy","500","MAG +10","","Chocobo Suit (IV)","トライディザスター","22210004"
"IV","Palom","","Thunderstorm","USB","BLK","Single enemy","Magical","17.00","Lightning, Ice","2.50","Ten single attacks (1.70 each), [MAG and RES +30%] to the user for 25 seconds, grants [Attach Lightning] and [Black Magic Double] to the user","N","Lowest HP% enemy","500","MAG +10","","Mirage Rod (IV)","サンダーストーム","22210005"
"IV","Palom","","Extreme Thunder","AOSB","BLK","Single enemy","Magical","79.50","Fire, Lightning, Ice","2.50","Three single attacks (26.5 each) capped at 99999","N","Lowest HP% enemy","750","MAG +10","Damage Up, SB Gauge Down","Gokuu Pole (IV)","サンダーエクストリーム","22210006"
"IV","Palom","","Black Magic Touch","Glint","NAT","Self","","","","0.01","Grants [Weakness +30% Boost] and [High Quick Cast 2]","N","Self","250","MAG +10","","Cloud Staff (IV)","ブラックセンス","22210007"
"IV","Palom","","Thunderous Malady","AASB","BLK","Single enemy","Magical","22.50","Lightning, NE","2.50","Fifteen single attacks (1.50 each), grants [Attach Lightning], [Awoken Lightning], [Damage Cap +10000] and [Rising Thunder] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Prism Rod (IV)","サンダーシンドローム","22210008"
"IV","Palom","","Thunder Cross","Glint+","NAT","Self","","","","0.01","Grants [Attach Lightning Stacking], [Attach Lightning] and [Instant Cast 1]","N","Self","0","MAG +10","","Eight-fluted Pole (IV)","サンダークロース","22210009"
"IV","Palom","","Coordinated Twin Meteor","SASB","BLK","Single enemy","Magical","22.50","Lightning, Fire, Ice, NE","2.50","Fifteen single attacks (1.50 each), grants [Tri-Element Mode III (Lightning/Fire/Ice)], [Synchro Mode], [Damage Cap +10000] and [Double Bluff Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Sage's Mantle (IV)","ふたりがけ・Wメテオ","22210011"
"IV","Palom","","True Thunderstorm","AASB","BLK","Single enemy","Magical","22.50","Lightning, Fire, Ice, NE","2.50","Fifteen single attacks (1.50 each), grants [Tri-Element Mode II (Lightning/Fire/Ice)], [Awoken Black Magic], [Damage Cap +10000], [Instant Cast 1], [Bluff Mode] and [True Thunderstorm] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Mage's Hat (IV)","真・サンダーストーム","22210013"
"IV","Palom","","Particle Bomb","USB","BLK","Single enemy","Magical","16.50","Lightning, Fire, Ice, NE","2.50","Ten single attacks (1.65 each), grants [Buff Lightning 20% (15s)], [Buff Fire 20% (15s)], [Buff Ice 20% (15s)], [Quick Cast], [Tri-Element Mode (Lightning/Fire/Ice)] and [Triple Bomb Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","","Grimoire Hat (IV)","パーティクルボム","22210014"
"IV","Palom","","Brilliant Swagger","Glint+","NAT","Self","","","","0.01","Grants [Tri-Element Mode II (Lightning/Fire/Ice)] and [High Quick Cast 1]","N","Self","0","MAG +10","","Lambent Hat (IV)","天才のつよがり","22210015"
"IV","Palom","","Awoken Tri-Disaster","DASB","BLK","Single enemy","Magical","21.35","Lightning, Fire, Ice, NE","2.50","Seven single attacks (3.05 each) capped at 19999, grants [MAG and MND +50% (25s)], [Tri-Element Mode II (Lightning/Fire/Ice)], [Damage Cap +10000], [Dual Awoken Black Magic Mode I (Palom)] and [Black Magic Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Twilight Robe (IV)","覚醒トライディザスター","22210016"
"IV","Palom","","Awoken Tri-Disaster (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Black Magic Mode II (Palom)], removes [Dual Awoken Black Magic Mode I (Palom)]","N","Self","0","","","Twilight Robe (IV)","覚醒トライディザスター","22210016"
"IV","Palom","","Infinity (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Tri-Element Mode (Lightning/Fire/Ice)], [Damage Cap +10000], [Arcane Dyad Empowered: Palom], [Infinity Damage Tracker] and [Infinity Level]","N","Self","0","","Stat Boon","Asura Rod+ (IV)","インフィニティ","22210018"
