"Common Name","Effects","Default Duration","MND Modifier","Exclusive Status","ID"
"No Air Time","Changes the air time of Jump attacks to 0.01 seconds","15","-","-","50315"
"Awash Follow-Up","Casts Awash after using a Water attack","15","-","-","50316"
"Surging Wave 0","Grants [Surging Wave 1] after using a Water attack, removed if the user hasn't Awash Follow-Up","15","-","All other ""Surging Wave"" status","50317"
"Surging Wave 1","Cast speed x2.00, grants [Surging Wave 2] after using a Water attack, removed if the user hasn't Awash Follow-Up","15","-","All other ""Surging Wave"" status","50318"
"Surging Wave 2","Cast speed x2.50, grants [Surging Wave 3] after using a Water attack, removed if the user hasn't Awash Follow-Up","15","-","All other ""Surging Wave"" status","50319"
"Surging Wave 3","Cast speed x3.00, grants [Surging Wave 3] after using a Water attack, removed if the user hasn't Awash Follow-Up","15","-","All other ""Surging Wave"" status","50320"
"EX: Essence of Wind","Grants [Physical High Quick Cast 1] to all allies in the front row after using a Wind ability, casts Inherited Swordplay 1/2/3 after using 1+3n/2+3n/3+3n Wind attacks","15","-","-","50321"
"Elemental Boost","Increases Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison damage dealt by 25%","25","-","-","50323"
"Inherited Essence Follow-Up","Casts Inherited Essence after using a Earth attack","15","-","-","50324"
"Doom Timer -1","Reduces the character's Doom timer by 1 when set","-","-","-","50325"
"Demon's Cross Counter","Keeps track of the uses of Demon's Cross","-","-","-","50326"
"Arcane Blade","Grants [Physical High Quick Cast 1] to all allies in the front row after using a Ice attack","15","-","-","50327"
"Dark Assassination Follow-Up","Casts Dark Assassination after using a Dark attack","15","-","-","50328"
"Darkness Blow Follow-Up","Casts Darkness Blow after using a Dark attack","15","-","-","50329"
"Aeroburst Follow-Up","Casts Aeroburst after using a Wind attack","15","-","-","50330"
"Elbow Follow-Up","Casts Elbow Blow after using a Earth or Holy attack","15","-","-","50331"
"Mog Follow-Up","Casts Moogle Magic after using a Black Magic or Summoning ability, casts Moogle Heal after using a White Magic ability","15","-","-","50335"
"Biggs Trance","ATK +50%, cast speed x2.00","25","-","-","50336"
"Saintrock Cleft Counter","Keeps track of the uses of Saintrock Cleft","-","-","-","50337"
"Summon's Cure Follow-Up","Casts Summon's Cure after using a Summoning attack","15","-","-","50338"
"Damage of Chaos Impact Follow-Up","Casts Chaos Impact after using a Heavy ability","15","-","-","50339"
"Shadow Dragon Mode","Dualcasts Darkness abilities, removed if the user doesn't have any Stoneskin, casts Black Spell when removed","-","-","-","50340"
"Ace Shot Follow-Up","Casts Ace Shot after using three Sharpshooter abilities","15","-","-","50341"
"Boltstorm Spear Follow-Up","Casts Boltstorm Spear after using three Dragoon abilities","15","-","-","50342"
"Barrage Master Follow-Up","Casts Barrage Master after using two Fire, Water, Wind or Earth abilities","15","-","-","50343"
"Awoken Sharpshooter","Sharpshooter abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Sharpshooter abilities","15","-","-","50344"
"Dual Awoken Sharpshooter Mode I (Trey)","Sharpshooter abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Sharpshooter abilities, cast speed x2.00/x2.50/x3.00 and critical chance =50%/75%/100% for equipped Sharpshooter abilities after casting 1/2/3+ Sharpshooter abilities","15","-","Awoken Sharpshooter","50344001"
"Dual Awoken Sharpshooter Mode II (Trey)","Increases the damage/healing cap by 10000, Sharpshooter abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Sharpshooter abilities, cast speed x2.00 for Sharpshooter abilities, casts Dual Arrow Force after using Sharpshooter abilities, casts Dual Tri-Shot when removed, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Sharpshooter Mode I (Trey)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Sharpshooter Mode I (Trey), Awoken Sharpshooter","50344002"
"Dual Awoken Sharpshooter Mode I (Tidus)","Sharpshooter abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Sharpshooter abilities, cast speed x2.00 for Sharpshooter abilities","15","-","Awoken Sharpshooter","50344003"
"Dual Awoken Sharpshooter Mode II (Tidus)","Cast speed x9999999, Water attacks deal 50% more damage, critical hits deal 50% more damage (additive with the base critical coefficient), lasts for 1 turn","-","-","Dual Awoken Sharpshooter Mode I (Tidus), Awoken Sharpshooter","50344004"
"Dual Awoken Sharpshooter Mode I (Wakka)","Sharpshooter abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Sharpshooter abilities, casts Dual Wither Shot after using two Sharpshooter abilities","15","-","Awoken Sharpshooter","50344005"
"Dual Awoken Sharpshooter Mode II (Wakka)","Increases the damage/healing cap by 10000, Sharpshooter abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Sharpshooter abilities, cast speed x9999999 for Sharpshooter abilities, grants [Critical Damage +10% 1] to all allies with any Attach Water after using Sharpshooter abilities, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Sharpshooter Mode I (Wakka)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Sharpshooter Mode I (Wakka), Awoken Sharpshooter","50344006"
"Awoken Dragoon","Dragoon abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Jump attacks","15","-","-","50345"
"Dual Awoken Dragoon Mode I (Fang)","Dragoon abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Dragoon abilities, air time of Jump attacks set to 0.01 seconds, 25%/50%/75%/100% additional critical chance for equipped Dragoon abilities after using 1/2/3/4+ Dragoon abilities","15","-","Awoken Dragoon","50345001"
"Dual Awoken Dragoon Mode II (Fang)","Increases the damage/healing cap by 20000, Dragoon abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Dragoon abilities, air time of Jump attacks set to 0.01 seconds, cast speed x9999999 for Jump attacks, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Dragoon Mode I (Fang)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Dragoon Mode I (Fang), Awoken Dragoon","50345002"
"Dual Awoken Dragoon Mode I (Fang v2)","Dragoon abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Dragoon abilities, chases 1/2/3+ Dragoon abilities with cast speed x2.00/2.50/3.00 to Dragoon abilities, chases every 3rd Dragoon ability with Dual Bahamut Dive","15","-","Awoken Dragoon","50345003"
"Dual Awoken Dragoon Mode II (Fang v2)","Dragoon abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Dragoon abilities, chases next Dragoon ability with Dual Max Voltage, lasts 1 turn","-","","Dual Awoken Dragoon Mode I (Fang v2), Awoken Dragoon","50345004"
"Awoken Fire","Fire abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities","15","-","-","50346"
"Dual Awoken Fire Mode I: Ace","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, casts Dual Fira RF after casting an equipped Fire ability","15","-","Awoken Fire","50346001"
"Dual Awoken Fire Mode II: Ace","Increases the damage/healing cap by 20000, Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, casts Dual Fira SHG after using Fire attacks, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Fire Mode I: Ace] for 1/2/3/4/5+ turns","-","-","Dual Awoken Fire Mode I: Ace, Awoken Fire","50346002"
"Dual Awoken Fire Mode I: Vivi","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, grants Bright Beacon +1 to the user after using Fire attacks, causes Faint Beacon -1 to the user after using Fire attacks","15","-","Awoken Fire","50346003"
"Dual Awoken Fire Mode II: Vivi","Increases the damage/healing cap by 20000, Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Fire Mode I: Vivi] for 1/2/3/4/5+ turns","-","-","Dual Awoken Fire Mode I: Vivi, Awoken Fire","50346004"
"Dual Awoken Fire Mode I (Barret)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x2.00/x2.50/x3.00 for equipped Fire abilities after casting 1/2/3+ Fire abilities","15","-","Awoken Fire","50346005"
"Dual Awoken Fire Mode II (Barret)","Cast speed x9999999 for Machinist and Support abilities, casts Dual Shattering Cannon after using Machinist and Support abilities, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Fire Mode I (Barret)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Fire Mode I (Barret), Awoken Fire","50346006"
"Dual Awoken Fire Mode I (Refia)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x2.00/x2.50/x3.00 and critical chance =50%/75%/100% for equipped Fire abilities after casting 1/2/3+ Fire abilities","15","-","Awoken Fire","50346007"
"Dual Awoken Fire Mode II (Refia)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, cast speed x9999999 for Fire abilities, lasts for 1 turn","-","-","Dual Awoken Fire Mode I (Refia), Awoken Fire","50346008"
"Dual Awoken Fire Mode I (Terra)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, casts speed x2.00 for equipped Fire abilities","15","-","Awoken Fire","50346009"
"Dual Awoken Fire Mode II (Terra)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, cast speed x2.00 for Fire abilities, grants [Buff Fire 40% (5s)] and [Damage Cap +10000 3] to the user after using Fire abilities, lasts for 1 turn","-","-","Dual Awoken Fire Mode I (Terra), Awoken Fire","50346010"
"Dual Awoken Fire Mode I (Gilgamesh)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, cast speed x2.00, casts Dual Ironfire after using equipped Fire abilities","15","-","Awoken Fire","50346011"
"Dual Awoken Fire Mode II (Gilgamesh)","Increases the damage/healing cap by 20000, Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, cast speed x2.00, casts Dual Flame Slash after using Fire abilities, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Fire Mode I (Gilgamesh)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Fire Mode I (Gilgamesh), Awoken Fire","50346012"
"Dual Awoken Fire Mode I (Sabin)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x2.00/x2.50/x3.00 for equipped Fire abilities after casting 1/2/3+ Fire abilities","15","-","Awoken Fire","50346013"
"Dual Awoken Fire Mode II (Sabin)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, grants [Dual Soaring Spirit 60% Critical] and [Fire Ability +15% Boost 1]/[Dual Soaring Spirit 80% Critical] and [Fire Ability +30% Boost 1]/[Dual Soaring Spirit 100% Critical] and [Fire Ability +50% Boost 1] to all allies after using 1/2/3+ Fire abilities, grants [Damage Cap +10000 1] to the user after using 3+ Fire abilities, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Fire Mode I (Sabin)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Fire Mode I (Sabin), Awoken Fire","50346014"
"Dual Awoken Fire Mode I (Rubicante)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x2.00","15","-","Awoken Fire","50346015"
"Dual Awoken Fire Mode II (Rubicante)","Increases the damage/healing cap by 20000, Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, cast speed x9999999 for Fire abilities, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Fire Mode I (Rubicante)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Fire Mode I (Rubicante), Awoken Fire","50346016"
"Dual Awoken Fire Mode I (Amarant)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x2.00","15","-","Awoken Fire","50346017"
"Dual Awoken Fire Mode II (Amarant)","Increases the damage/healing cap by 10000, Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, critical chance =100%, grants [Weakness +9% Boost 1]/[Weakness +30% Boost 1] and [Quick Cast 1] to all allies after using Fire abilities if 0-3/4+ FF9 allies are alive, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Fire Mode I (Amarant)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Fire Mode I (Amarant), Awoken Fire","50346018"
"Dual Awoken Fire Mode I (Vincent)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x2.00/x2.50/x3.00 for equipped Fire abilities after casting 1/2/3+ Fire abilities","15","-","Awoken Fire","50346021"
"Dual Awoken Fire Mode II (Vincent)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Fire abilities, grants [Chaos Form MAG Boost] if the user's MAG >= ATK after using Fire abilities, grants [Chaos Form ATK Boost] if the user's MAG < ATK after using Fire abilities, lasts for 1 turn","-","-","Dual Awoken Fire Mode I (Vincent), Awoken Fire","50346022"
"Dual Awoken Fire Mode I (Balthier)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x2.00/x2.50/x3.00 for equipped Fire abilities after casting 1/2/3+ Fire abilities","15","-","Awoken Fire","50346023"
"Dual Awoken Fire Mode II (Balthier)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Fire abilities, cast speed x9999999 for Fire abilities, grants [Dualcast Fire 1], [100% Critical 1], [Critical Damage +50% 1] and [Fire Ability +30% Boost 1] to the user after using Fire abilities, lasts for 1 turn","-","-","Dual Awoken Fire Mode I (Balthier), Awoken Fire","50346024"
"Dual Awoken Fire Mode I (Irvine)","Fire abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Fire abilities, cast speed x1.50/x2.00/x2.50/x3.00 and 5%/10%/15%/20% additional critical damage for equipped Fire abilities after casting 1/2/3/4+ Fire abilities","15","-","Awoken Fire","50346025"
