"Character","Source","Name","Synchro Ability Slot","Synchro Condition","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","Synchro Condition ID"
"Sephiroth","Dark Carmine Blade","Darkflame Blade","2","Dark, Fire","PHY","Single enemy","Physical","6.30","Dark, Fire, NE","1.65","Seven single attacks (0.90 each), grants [Dark/Fire Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","60","Darkness","黒焔刀","31541843","2003"
"Aerith","Blue-Eyed Sentinel","Hallowed Heart","1","White Magic","WHT","Single ally","","","","0.01","Restores HP (85), grants [HP Stock (3000)]","N","Lowest HP% ally","70","White Magic","大いなる聖心","30542662","2"
"Aerith","Blue-Eyed Sentinel","Star Tidings","2","White Magic","WHT","All allies","","","","1.65","Restores HP (25), grants [Last Stand] at Star Connection Level 1, grants [Soul Break Gauge +250] to the user at Star Connection Level 1, removes Star Connection from the user","N","All allies","100","White Magic","星の福音","30542663","2"
"Vincent","Beastial Claws","Fiery Dance","1","Fire","NAT","Single enemy","Hybrid","-","Fire, NE","1.65","Six single hybrid ranged attacks (0.90 or 3.05 each), causes [Imperil Fire 10% (15s)]","Y","Lowest HP% enemy","90","Black Magic","フレイムダンス","30541916","100"
"Vincent","Beastial Claws","Hell's Fire","2","Fire","NAT","Single enemy","Hybrid","-","Fire, NE","1.65","One single hybrid ranged attacks (6.00 or 16.40) capped at 99999, grants [Fire Ability +30% Boost 2] to the user","Y","Lowest HP% enemy","90","Black Magic","ヘルズファイア","30541917","100"
"Vincent","Chaos Saber","Rapid Fire DoC","1","Fire","NAT","Single enemy","Hybrid","-","Fire, NE","1.65","Six single ranged hybrid attacks (0.90 or 3.05 each), followed by one single ranged hybrid attack (6.00 or 16.40) capped at 99999 if the user has Sniper Scopes level 1+, causes Sniper Scopes -1 to the user","Y","Lowest HP% enemy","90","Black Magic","ラピッドファイアDC","31541169","100"
"Vincent","Chaos Saber","Chaos Control","2","Fire","NAT","Single enemy","Hybrid","-","Fire, NE","0.01","One single ranged hybrid attack (0.80 or 2.70), grants [Chaos Form ATK Boost]/[Chaos Form MAG Boost] if the user's ATK > MAG/ATK <= MAG on first activation of Chaos Control, grants Sniper Scopes +2 to the user on first activation of Chaos Control","Y","Lowest HP% enemy","60","Black Magic","カオス制御","31541170","100"
"Red XIII","Soaring Comet","Grand Fang","1","Earth","BLK","Single enemy","Magical","18.30","Earth, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","グランドファング","30541347","103"
"Red XIII","Soaring Comet","Grand Howling","2","Earth","NAT","All allies","","","","1.65","Grants [Quick Cast 1], grants [Earth +30% Boost 1] to the user","N","All allies","100","Support","グランドハウリング","30541348","103"
"Reno","Our Day Off","Neo Turk Light","1","Lightning","NAT","Single enemy","Hybrid","-","Lightning, NE","1.65","Six single hybrid ranged attacks (0.90 or 3.05 each), grants [Quick Cast 1] to the user","Y","Lowest HP% enemy","90","Machinist","ネオタークス光線","31540171","102"
"Reno","Our Day Off","We're Off Duty","2","Lightning","NAT","Self","","","","0.01","Grants [Lightning Ability +50% Boost 1] and [Quick Cast 1] at Off Duty level 0, grants [Lightning Ability +50% Boost 1], [Damage Cap +80000 1] and [Instant Cast 1] if the user has Off Duty level 1, causes Off Duty -1","N","Self","70","Machinist","俺たちは休暇中","31540172","102"
"Genesis","Purgatorial Wave","Crimson Contempt","1","Fire","PHY","Single enemy","Physical","5.16","Fire, NE","1.65","Six single attacks (0.86/0.89/0.92/0.95 each) scaling with activations, 25/50/75/100% additional critical chance scaling with activations","Y","Lowest HP% enemy","90","Spellblade","紅き断罪","31540187","100"
"Genesis","Purgatorial Wave","Crimson Ardor","2","Fire","NAT","Self","","","","0.01","Grants [Fire Ability +30% Boost 2] and [Damage Cap +10000 2]","N","Self","70","Spellblade","紅き激情","31540188","100"
"Genesis","For Salvation","Purgatorial Slash","1","Fire","PHY","Single enemy","Physical","5.16","Fire, NE","1.65","Six single attacks (0.86) each, 0.95 if exploiting Fire weakness","Y","Lowest HP% enemy","90","Spellblade","煉獄の斬撃","31542391","100"
"Genesis","For Salvation","Take Wing","2","Fire","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Spellblade +30% Boost 3]","N","Self","70","Spellblade","紅き羽撃き","31542392","100"
"Yuffie","Moonless Shower","Rippled Image","1","Ninja","PHY","Single enemy","Physical","6.40","Water, NE","0.83","4/6/8 single ranged attacks (0.80 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] to the user","Y","Lowest HP% enemy","70","Ninja","水鏡・分身の術","31540224","13"
"Yuffie","Moonless Shower","Shore Leap","2","Ninja","NAT","Self","","","","0.01","Grants [Water Ability +30% Boost 1] and [Dualcast Water 1]","N","Self","70","Ninja","水畔・ 躍進の術","31540225","13"
"Yuffie","Dominate Mind","Fractured Image","1","Ninja","PHY","Single enemy","Physical","6.40","Earth, NE","0.83","3/5/8 single ranged attacks (0.80 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 2]/[Physical Blink 1] if the user has Physical Blink 0/1","Y","Lowest HP% enemy","70","Ninja","地鏡・分身の術","31540705","13"
"Yuffie","Dominate Mind","Tremor Leap","2","Ninja","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Earth Ability +30% Boost 3]","N","Self","70","Ninja","地動・跳躍の術","31540706","13"
"Shelke","Transparent Thunder","Twinspear Thunderguard","1","Celerity","PHY","Single enemy","Physical","5.40","Lightning, NE","1.20","Six single attacks (0.90 each), grants [40% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","70","Celerity","双槍の雷守","31540375","7"
"Shelke","Transparent Thunder","Orange Bolt","2","Celerity","PHY","Single enemy","Physical","2.70","Lightning, NE","1.20","Three single attacks (0.90 each), causes [Imperil Lightning 10% (5s)] if the user has any Damage Reduction Barrier","Y","Lowest HP% enemy","70","Celerity","橙色の落雷","31540376","7"
"Shelke","Transparent Gleam","Technical Dive","1","Lightning","PHY","Single enemy","Physical","4.80","Lightning, NE","1.20","Six single attacks (0.80 each), causes [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","70","Celerity","テクニカルダイブ","31541280","102"
"Shelke","Transparent Gleam","Quick Rewrite","2","Lightning","NAT","Self","","","","0.01","Grants [Quick Cast 3]","N","Self","70","Celerity","クイックリライト","31541281","102"
"Cait Sith","Miraculous Luck","Happy Dice","1","Dancer","NAT","All allies","","","","1.65","Restores 1500 HP, grants [Quick Cast 1] and Planet-Saving Machine +1 to the user","N","All allies","100","Dancer","ハッピーダンス","31540378","15"
"Cait Sith","Miraculous Luck","Pleasure Dice","2","Bard","NAT","All allies","","","","0.01","Grants [HP Stock (1000)]/[HP Stock (1500)]/[HP Stock (2000)] and [40% Damage Reduction Barrier 1] if the user has Planet-Saving Machine level 0/1/2, removes Planet-Saving Machine from the user","N","All allies","70","Dancer","プレジャーダイス","31540379","14"
"Zack","Come Get It!","DMW Cissnei","1","Wind","PHY","Single enemy","Physical","5.40","Wind, NE","1.20","Six single attacks (0.90 each) with additional 20% critical damage","Y","Lowest HP% enemy","70","Celerity","D.M.Wシスネ","31540464","104"
"Zack","Come Get It!","DMW Angeal","2","Wind","PHY","Single enemy","Physical","2.40","Wind, NE","0.83","Three single attacks (0.80 each), grants [Wind Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","70","Celerity","D.M.Wアンジール","31540465","104"
"Angeal","White-Winged SOLDIER","Barrage of Gluttony","1","Wind, Holy","PHY","Single enemy","Physical","5.40","Wind, Holy, NE","1.65","Six single attacks (0.90 each) with additional 20% critical damage, grants [Wind Ability +30% Boost 1] to the user if Cloud or Zack are alive","Y","Lowest HP% enemy","90","Knight","暴食の連撃","31540492","2009"
"Angeal","White-Winged SOLDIER","Clutching Blow","2","Wind, Holy","PHY","Single enemy","Physical","6.00","Wind, Holy, NE","1.65","One single attack (6.00) capped at 99999, grants [40% Damage Reduction Barrier 2] to all allies if the user has Fierce Pride level 1, removes Fierce Pride from the user","Y","Lowest HP% enemy","90","Knight","強欲なる一撃","31540493","2009"
"Rufus","Presidential Power","Mako Blast","1","Dark","PHY","Single enemy","Physical","7.04","Dark, NE","1.65","Eight single ranged attacks (0.88 each) if the user has Mako Ammo level 1+, causes [Imperil Dark 10% (5s)] if the user has Mako Ammo level 1+, one single ranged attack (0.90) if the user has Mako Ammo level 0, causes Mako Ammo -1 to the user","Y","Lowest HP% enemy","90","Sharpshooter","魔晄ショット","31540416","107"
"Rufus","Presidential Power","Mako Reload","2","Dark","NAT","Self","","","","0.01","Grants [High Quick Cast 2] and Mako Ammo +2 (max 4)","N","Self","70","Sharpshooter","魔晄リロード","31540417","107"
"Rufus","Terrifying New President","Mako Shot","1","Dark","PHY","Single enemy","Physical","6.30","Dark, NE","1.65","Six single ranged attacks (0.90 each), grants [Buff Dark 10% (5s)] to all allies","Y","Lowest HP% enemy","90","Darkness","魔晄シュート","31542743","107"
"Rufus","Terrifying New President","Mako Blast","2","Dark","PHY","Single enemy","Physical","2.40","Dark, NE","0.01","3 single ranged attacks (0.80 each), causes [Imperil Dark 10% (5s)]","Y","Lowest HP% enemy","60","Darkness","魔晄ブラスト","31542744","107"
"Barret","Rocket Hammerblow","Frenzied Launcher","1","Machinist","PHY","Single enemy","Physical","5.40","Fire, NE","1.65","Six single ranged attacks (0.90 each)","Y","Lowest HP% enemy","90","Machinist","熱血ランチャー","31541166","16"
"Barret","Rocket Hammerblow","Frenzied Vulcan","2","Machinist, Support","PHY","Single enemy","Physical","2.70","Fire, NE","1.65","3/15 single ranged attacks (0.90/0.15 each) if the user has Battle Fervor level 0/1+, grants [Instant Cast 1] to all allies if the user has Battle Fervor level 1+, causes Battle Fervor -1 to the user","Y","Lowest HP% enemy","90","Machinist","熱血バルカン","31541167","1016"
"Cid (VII)","True Hyper Jump","Vacuum Jump","1","Wind","PHY","Single enemy","Physical","5.40","Wind, NE","1.65","Six single ranged jump attacks (0.90 each), causes [Imperil Wind 10% (5s)]","Y","Lowest HP% enemy","90","Dragoon","バキュームジャンプ","31541701","104"
"Cid (VII)","True Hyper Jump","Wind Shear","2","Wind","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Wind Ability +30% Boost 3]","N","Self","70","Dragoon","ウィンドシア","31541702","104"
"Rude","Thunderstone","Rising Cleave","1","Earth, Lightning","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","1.65","Six single ranged hybrid attacks (0.90/1.00/1.15 or 3.05/3.40/3.90 each) capped at 9999/19999/29999 if the user has Pro Mentality level 0/1/2+, causes Pro Mentality -1/-2 to the user if the user has Pro Mentality level 1/2+","Y","Lowest HP% enemy","90","Monk","ライジングクラック","31541807","2019"
"Rude","Thunderstone","Earth Wave","2","Earth, Lightning","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","0.83","Three single ranged hybrid attacks (0.80 or 2.70), grants [Buff Earth 10% (15s)] and [Buff Lightning 10% (15s)] to the user","Y","Lowest HP% enemy","70","Monk","アースウェイブ","31541808","2019"
"Elena","Conductive Blast","Impulse Bomb","1","Fire, Lightning","PHY","Single enemy","Physical","5.40","Fire, Lightning, NE","1.65","Six single ranged attacks (0.90 each)","Y","Lowest HP% enemy","90","Sharpshooter","インパルスボム","31541811","2020"
"Elena","Conductive Blast","Upgrenade","2","Fire, Lightning","PHY","Single enemy","Physical","5.34","Fire, Lightning, NE","0.01","One single ranged attack (0.80/5.34) capped at 9999/99999 if the user has Rookie Ringer level 0/1+, grants [Fire/Lightning Ability +30% Boost 2]/[Weakness +30% Boost 2] to the user/all allies if the user has Rookie Ringer level 0/1+, causes Rookie Ringer -1 to the user","Y","Lowest HP% enemy","60","Machinist","アップグレネード","31541812","2020"
"Squall","Cross Your Heart","Renzokuken Ice Strike","1","Ice","PHY","Single enemy","Physical","5.40","Ice, NE","1.65","Six single attacks (0.90 each), grants [Spellblade +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Spellblade","連続剣・氷斬","30547229","101"
"Squall","Cross Your Heart","Renzokuken Ice Wave","2","Ice","PHY","All enemies","Physical","2.28","Ice, NE","1.65","Three group attacks (0.76 each), grants [Spellblade +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Spellblade","連続剣・氷波","30547320","101"
"Squall","Fated Flame","Extended Renzokuken","1","Fire","PHY","Single enemy","Physical","7.50","Fire, NE","1.65","6/10 single attacks (0.90/0.75 each) if user has Red Aura level 0/1, grants [Instant Cast 1] if user has Red Aura level 1, causes Red Aura -1 to the user","Y","Lowest HP% enemy","90","Spellblade","連続剣エクステンド","31540002","100"
"Squall","Fated Flame","Dividing Blaze","2","Fire","PHY","Single enemy","Physical","2.70","Fire, NE","1.65","Three single attacks (0.90 each), grants [Fire Ability +50% Boost 1] and Red Aura +1 (max 1) to the user","Y","Lowest HP% enemy","90","Spellblade","ブレイズディバイド","31540003","100"
"Squall","Burst Blade","Renzokuken Frostfire","1","Spellblade","PHY","Single enemy","Physical","7.20","Ice, Fire, NE","1.65","5/6/7/8 single attacks (0.90 each) if the user has Weapon Mod level 0/1/2/3","Y","Lowest HP% enemy","90","Spellblade","連続剣・氷炎","31540903","4"
"Squall","Burst Blade","Custom Revolver","2","Spellblade","PHY","Single enemy","Physical","2.40","Ice, Fire, NE","0.01","Three single attacks (0.80 each), grants Weapon Mod +1 to the user","Y","Lowest HP% enemy","60","Spellblade","リボルバーカスタム","31540904","4"
"Rinoa","Angel Wing Firmament","Truespell Earthfall","1","Earth","BLK","Single enemy","Magical","18.30","Earth, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","真の魔法・崩塊","30541247","103"
"Rinoa","Angel Wing Firmament","Truespell Clinkstone","2","Earth","BLK","Single enemy","Magical","9.15","Earth, NE","1.65","Three single attacks (3.05 each), grants [Earth Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Black Magic","真の魔法・響岩","30541248","103"
"Rinoa","Angel Wing Cross","Truespell Chillfrost","1","Ice","BLK","Single enemy","Magical","18.30","Ice, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Witch","真の魔法・氷凛","30541421","101"
"Rinoa","Angel Wing Cross","Truespell Icefury","2","Ice","BLK","Single enemy","Magical","9.15","Ice, NE","1.65","Three single attacks (3.05 each), grants [Ice Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Witch","真の魔法・氷威","30541422","101"
"Rinoa","Apocalypse R","Truespell Icespire","1","Ice","BLK","Single enemy","Magical","19.20","Ice, NE","1.65","Six single attacks (2.90 each), 3.20 multiplier if exploiting Ice weakness","Y","Lowest HP% enemy","90","Black Magic","真の魔法・氷雅","31540965","101"
"Rinoa","Apocalypse R","Truespell Icerend","2","Ice","BLK","Single enemy","Magical","16.40","Ice, NE","1.65","One single attack (16.40) capped at 99999, grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","Black Magic","真の魔法・氷裂","31540966","101"
"Ultimecia","Shockwave Pulsar","Winds of Armageddon","1","Wind","BLK","Single enemy","Magical","18.30","Wind, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","終末を呼ぶ","30541551","104"
"Ultimecia","Shockwave Pulsar","Temporal Tempest","2","Wind","BLK","Single enemy","Magical","9.15","Wind, NE","1.65","Three single attacks (3.05 each), grants [Wind Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Black Magic","時限の嵐","30541552","104"
